What is your age?,What is your gender?,Where are you from?,What do you do currently?,What is your approximate monthly travel or personal spending budget?,Which place did you visit recently?,What type of trip was it?,How many days did the trip last?,Which month did you travel?,In Which season do you visited?,What was your approximate total trip budget (in rupees)?,What was your primary mode of travel?,How would you describe your stay/hotel experience?,Rate the local transportation experience.,How good were the sightseeing places?,"Overall, how satisfied were you with the trip?",Would you like to revisit the same destination?,"If you travel again, what kind of experience would you prefer?"
19,Female,Kerala,Student,"Less than â‚¹1,000",Triund ,Friends trip,8,October,Autumn,10311,Bus,Good,3,5,4,Yes,Relaxing holiday
19,Male,arunachal pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Punjab ,Business trip,9,October,autumn,11000,Train,Average,3,3,3,Yes,Relaxing holiday
21,Male,Karnataka,Working Professional,"â‚¹7,000 â€“ â‚¹15,000",Manali,Friends trip,5,November,winter,7002,Bus,Excellent,4,5,4,No,Budget travel
25,Male,madhya pradesh,Student,"Less than â‚¹1,000",Amritsar,Solo,3,August,winter,5500,Train,Good,5,5,5,Yes,Relaxing holiday
19,Male,Karnataka,Student,"â‚¹3,000 â€“ â‚¹7,000",Shiridi ,Family trip,5,June,summer,15000,Train,Excellent,3,5,5,Yes,Food-focused trip
21,Female,madhya pradesh,Student,"Less than â‚¹1,000",shillong,Friends trip,2,October,Winter,3133,Bike,Good,5,5,5,Yes,Food-focused trip
19,Female,gujarat,Student,"Less than â‚¹1,000",Kewadia,Family trip,5,November,winter,6000,Train,Good,5,5,5,Yes,Adventure trip
19,Male,manipur,Student,"Less than â‚¹1,000",Manali,Solo,6,April,Winter,9872,Bus,Excellent,4,5,2,Maybe,Nature & sightseeing
19,Female,Hyderabad ,Student,"â‚¹7,000 â€“ â‚¹15,000",Tirupati,Family trip,3,June,Spring,10000,Train,Good,5,5,5,Yes,Cultural exploration
27,Male,kerala,Business,"Less than â‚¹1,000",manali,Solo,6,May,Summer,2000,Bus,Good,4,5,5,Yes,Adventure trip
19,Female,chandigarh,Student,"Above â‚¹15,000",Jalandhar1,Friends trip,1,July,Spring,2000,Bus,Good,3,4,3,Maybe,Cultural exploration
20,Male,Jharkhand,Student,"â‚¹1,000 â€“ â‚¹3,000",kashmir,Family trip,6,April,Summer,8406,Train,Good,5,4,4,Yes,Nature & sightseeing
20,Male,Andhra Pradesh ,Student,"Less than â‚¹1,000",Punjab ,Business trip,3,October,autumn,4776,Bike,Average,3,5,3,Yes,Relaxing holiday
21,Male,Karnataka,Student,"Above â‚¹15,000",Kedarnath ,Friends trip,5,October,winter,17900,Car,Excellent,4,4,4,Maybe,Food-focused trip
20,Male,Himachal Pradesh ,Student,"â‚¹1,000 â€“ â‚¹3,000",Triund,Solo,3,January,Summer,500,Bike,Average,3,5,4,Yes,Luxury travel
19,Female,meghalaya,Student,"â‚¹3,000 â€“ â‚¹7,000",tirupati,Family trip,6,January,summer,28600,Train,Average,4,1,2,Yes,Relaxing holiday
18,Female,nepal,Business,"â‚¹1,000 â€“ â‚¹3,000",kedarnath,Family trip,3,November,summer,5580,Flight,Good,4,5,5,Yes,Budget travel
21,Female,andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Kurukshetra,Friends trip,2,February,winter,2694,Bike,Average,5,5,4,Maybe,Adventure trip
18,Female,uttar pradesh,Student,"Above â‚¹15,000",Dharmashala ,Friends trip,2,January,Spring,3186,Car,Average,4,5,5,Yes,Adventure trip
29,Female,Andhra Pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Dehli,Solo,7,September,autumn,10275,Flight,Excellent,4,5,5,Maybe,Luxury travel
22,Male,gujarat,Student,"â‚¹3,000 â€“ â‚¹7,000",Delhi,Friends trip,7,January,winter,11220,Flight,Poor,3,5,2,No,Nature & sightseeing
28,Male,chandigarh,Working Professional,"â‚¹1,000 â€“ â‚¹3,000",manali,Friends trip,4,November,summer,8000,Car,Good,5,4,3,Yes,Adventure trip
20,Female,uttar pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali,Family trip,6,August,winter,15000,Car,Very poor,5,5,5,Yes,Relaxing holiday
21,Female,delhi,Student,"â‚¹1,000 â€“ â‚¹3,000",Agra,Friends trip,4,August,rainy,4751,Train,Good,4,5,5,Maybe,Cultural exploration
20,Male,punjab,Student,"â‚¹1,000 â€“ â‚¹3,000","Kedarnath, badrinath ",Solo,7,November,summer,5000,Bike,Average,3,5,4,Yes,Budget travel
20,Male,madhya pradesh,Student,"Less than â‚¹1,000",manali,Family trip,7,September,winter,9000,Train,Good,4,5,5,Yes,Relaxing holiday
21,Female,Karnataka,Student,"â‚¹1,000 â€“ â‚¹3,000",Shimla,Friends trip,7,September,Winter,12593,Train,Good,3,3,4,Maybe,Adventure trip
21,Female,Kerala ,Student,"â‚¹7,000 â€“ â‚¹15,000",Triund,Friends trip,3,October,Autumn,6000,Car,Good,3,5,5,Yes,Cultural exploration
24,Female,Jharkhand ,Working Professional,"â‚¹3,000 â€“ â‚¹7,000",Amritsar,Family trip,5,January,Winter,7791,Car,Good,3,5,4,Yes,Relaxing holiday
22,Female,agra,Student,"â‚¹3,000 â€“ â‚¹7,000",Delhi ,Friends trip,2,November,summer,3000,Car,Good,2,3,4,No,Nature & sightseeing
21,Female,delhi,Business,"â‚¹3,000 â€“ â‚¹7,000",Kashmir,Business trip,5,January,winter,10000,Flight,Excellent,3,5,4,Yes,Relaxing holiday
20,Female,Andhra pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",tirupati,Friends trip,2,September,rainy,3000,Bus,Good,3,4,4,Yes,Relaxing holiday
22,Female,kerala,Student,"â‚¹7,000 â€“ â‚¹15,000",Lucknow,Family trip,5,August,winter,48500,Train,Good,3,4,4,Yes,Cultural exploration
18,Female,Andhra Pradesh ,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali,Friends trip,5,November,Winter,7000,Car,Good,4,5,4,Yes,Adventure trip
21,Male,Andhra Pradesh,Student,"Less than â‚¹1,000",kedarnath ,Friends trip,5,October,autumn,6295,Bus,Excellent,3,5,2,Maybe,Adventure trip
21,Female,andhra pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Puri,Family trip,5,July,autumn,25000,Train,Excellent,5,5,5,Yes,Relaxing holiday
20,Female,andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Kashmir ,Friends trip,5,November,winter,8000,Bus,Good,5,5,5,Yes,Budget travel
21,Male,uttar pradesh ,Student,"Less than â‚¹1,000",Tirupati ,Family trip,4,May,rainy,2000,Train,Good,5,5,5,Yes,Food-focused trip
20,Male,Andhra Pradesh,Student,"Less than â‚¹1,000",Amritsar ,Solo,1,November,summer,1000,Train,Average,4,4,4,Yes,Cultural exploration
19,Male,haryana,Student,"â‚¹1,000 â€“ â‚¹3,000",Golden temple ,Friends trip,2,October,summer,2000,Car,Good,2,2,3,Yes,Budget travel
19,Female,tamil nadu,Student,"â‚¹1,000 â€“ â‚¹3,000",Agra,Friends trip,3,May,winter,5000,Train,Average,4,4,5,Maybe,Relaxing holiday
19,Female,punjab,Student,"â‚¹1,000 â€“ â‚¹3,000",Malakonda,Family trip,2,November,rainy,5000,Bus,Good,4,4,5,Yes,Nature & sightseeing
19,Female,Haryana ,Student,"â‚¹3,000 â€“ â‚¹7,000",Naina Devi temple ,Friends trip,1,October,Autumn,4000,Bus,Good,3,3,5,No,Nature & sightseeing
19,Female,andhra pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Amritsar,Friends trip,1,October,rainy,1000,Train,Good,1,1,1,Yes,Cultural exploration
19,Male,Telengana ,Student,"â‚¹1,000 â€“ â‚¹3,000",Kurukshetra,Solo,3,October,winter,5000,Train,Average,3,3,3,No,Cultural exploration
20,Female,Punjab,Student,"â‚¹3,000 â€“ â‚¹7,000",punjab,Friends trip,1,November,Spring,2000,Bike,Good,3,3,3,No,Food-focused trip
21,Male,odisha,Student,"â‚¹7,000 â€“ â‚¹15,000",Manali,Friends trip,7,September,winter,10k ,Car,Excellent,5,5,5,Yes,Adventure trip
20,Male,Andhra Pradesh,Student,"Less than â‚¹1,000",Manali,Friends trip,5,November,Autumn,5k,Car,Average,5,5,5,No,Relaxing holiday
19,Male,goa,Student,"â‚¹3,000 â€“ â‚¹7,000",Himachal,Friends trip,1,February,summer,12000,Car,Good,3,3,5,Maybe,Adventure trip
18,Female,uttar pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Churu,Friends trip,2,August,rainy,3500,Car,Average,3,3,5,Yes,Cultural exploration
19,Female,punjab,Student,"Less than â‚¹1,000",Pushkar,Family trip,5,November,summer,"10,000",Car,Good,1,1,1,Maybe,Cultural exploration
20,Female,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Vijayawada,Solo,1,July,autumn,3000,Train,Good,5,5,5,Yes,Nature & sightseeing
20,Female,uttar pradesh,Student,"Less than â‚¹1,000",Jalandhar ,Friends trip,4,November,rainy,1000,Bus,Average,3,3,3,Yes,Nature & sightseeing
19,Female,telangana,Student,"Less than â‚¹1,000",Jyothi chowka,Friends trip,7,November,rainy,3000,Bus,Average,3,3,3,No,Cultural exploration
20,Male,telangana,Student,"Above â‚¹15,000",dharmashala,Family trip,5,May,winter,11000,Car,Good,3,3,4,Yes,Relaxing holiday
20,Male,haryana,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali,Friends trip,5,October,autumn,10000,Bike,Good,4,4,4,Yes,Budget travel
21,Female,Bihar ,Business,"â‚¹7,000 â€“ â‚¹15,000",Kashmir,Business trip,1,January,Autumn,10000,Flight,Excellent,3,3,4,Yes,Relaxing holiday
19,Female,Bihar ,Student,"Above â‚¹15,000",Jalandhar1,Friends trip,1,July,Autumn,2000,Bus,Good,3,3,3,Maybe,Cultural exploration
18,Female,Maharashtra ,Student,"â‚¹1,000 â€“ â‚¹3,000",Ludhiana,Solo,3,November,Winter,1000,Bus,Excellent,5,5,5,Yes,Food-focused trip
20,Male,vijayawada,Student,"â‚¹7,000 â€“ â‚¹15,000",Vijayawada,Solo,1,May,summer,2604,Train,Poor,3,3,2,Yes,Relaxing holiday
20,Female,haryana,Student,"â‚¹1,000 â€“ â‚¹3,000",Kurukshetra,Solo,3,December,autumn,2000,Train,Average,3,3,3,No,Relaxing holiday
20,Male,punjab,Student,"â‚¹3,000 â€“ â‚¹7,000",Jammu,Friends trip,4,October,summer,6000,Train,Average,4,4,4,Maybe,Nature & sightseeing
20,Female,Himachal Pradesh ,Student,"Less than â‚¹1,000",Manali,Friends trip,5,October,summer,10000,Car,Good,4,4,3,Yes,Nature & sightseeing
21,Male,punjab,Student,"Less than â‚¹1,000",Kashmir ,Friends trip,4,October,rainy,8k,Car,Average,3,3,4,Yes,Nature & sightseeing
19,Female,delhi,Student,"â‚¹1,000 â€“ â‚¹3,000",amber fort,Friends trip,3,November,rainy,2700,Bike,Good,4,4,4,Yes,Nature & sightseeing
20,Female,Karnataka,Student,"Less than â‚¹1,000",Shirdi,Family trip,1,May,autumn,20k,Train,Good,4,4,4,Yes,Adventure trip
19,Female,Haryana,Student,"â‚¹1,000 â€“ â‚¹3,000",Amirtsar,Friends trip,3,November,Summer,8000,Bike,Average,1,1,5,Yes,Relaxing holiday
21,Male,Haryana ,Student,"â‚¹7,000 â€“ â‚¹15,000",dharmshala ,Friends trip,2,November,Summer,3500,Bus,Average,2,2,3,Yes,Adventure trip
19,Female,haryana,Student,"â‚¹7,000 â€“ â‚¹15,000",Punjab,Friends trip,1,March,autumn,2000,Bus,Good,3,3,3,Yes,Cultural exploration
19,Female,Andhra Aradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Yadadri,Friends trip,3,August,Spring,700,Bus,Average,4,4,4,Yes,Cultural exploration
21,Male,andhra pradesh,Student,"Less than â‚¹1,000",Haridwar,Friends trip,1,October,summer,2500,Train,Good,5,5,5,Maybe,Adventure trip
20,Female,Andhra Aradesh,Student,"Less than â‚¹1,000",Amritsar,Friends trip,6,November,summer,1500,Bike,Excellent,2,2,1,Yes,Nature & sightseeing
21,Male,Hyderabad ,Student,"â‚¹1,000 â€“ â‚¹3,000",Haridwar,Friends trip,4,November,autumn,2000,Train,Average,5,5,5,Yes,Adventure trip
21,Male,Karnataka,Student,"â‚¹3,000 â€“ â‚¹7,000",Haridwar ,Friends trip,1,October,Spring,3000,Train,Excellent,5,5,5,Maybe,Budget travel
21,Male,kerala,Student,"Above â‚¹15,000",vijayawada,Friends trip,4,November,autumn,4200,Bike,Good,4,4,4,No,Relaxing holiday
21,Male,nepal,Student,"â‚¹3,000 â€“ â‚¹7,000",sri Jagannath Puri Temple,Solo,3,July,autumn,7000,Flight,Good,5,5,5,Yes,Nature & sightseeing
20,Male,punjab,Student,"Less than â‚¹1,000",Red fort ,Friends trip,3,July,rainy,5000,Bike,Excellent,5,5,5,Yes,Relaxing holiday
20,Male,andhra pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Manali ,Friends trip,1,October,Summer,"10,000",Car,Excellent,4,4,5,No,Adventure trip
22,Male,bihar,Student,"Less than â‚¹1,000",Amritsar,Friends trip,3,November,summer,10000,Car,Good,4,4,5,Maybe,Cultural exploration
23,Female,west bengal,Student,"â‚¹3,000 â€“ â‚¹7,000",Himachal ,Friends trip,3,December,autumn,5000,Bus,Good,4,4,5,Yes,Adventure trip
25,Female,kerela,Homemaker,"â‚¹7,000 â€“ â‚¹15,000",Hyderabad ,Family trip,4,October,Spring,3000,Bus,Average,2,2,2,Maybe,Relaxing holiday
20,Male,New Delhi,Student,"â‚¹1,000 â€“ â‚¹3,000",Katara ,Friends trip,3,October,Autumn,6k,Car,Average,5,5,5,Maybe,Nature & sightseeing
20,Male,Visakhapatnam ,Student,"â‚¹3,000 â€“ â‚¹7,000",Haridwar and rishikesh ,Friends trip,2,October,Summer,20000,Bike,Excellent,5,5,5,Yes,Adventure trip
22,Male,Andhra Pradesh ,Student,"â‚¹3,000 â€“ â‚¹7,000",sri Jagannath Puri Temple,Friends trip,5,October,Summer,3k,Car,Average,3,3,4,Yes,Adventure trip
19,Female,Rajasthan ,Student,"â‚¹3,000 â€“ â‚¹7,000",Kewadia,Family trip,2,November,Winter,6000,Train,Good,5,5,5,Yes,Adventure trip
20,Male,Karnataka,Student,"Above â‚¹15,000",Hyderabad ,Friends trip,5,November,summer,3000,Flight,Average,4,4,4,Yes,Food-focused trip
30,Male,Andhra Pradesh,Working Professional,"â‚¹7,000 â€“ â‚¹15,000",Coorg,Family trip,1,December,rainy,50000,Flight,Average,3,3,3,Maybe,Relaxing holiday
19,Female,Karnataka,Student,"â‚¹3,000 â€“ â‚¹7,000",Jalandhar ,Friends trip,3,November,summer,7000,Bus,Average,2,2,3,Maybe,Relaxing holiday
22,Female,chandigarh,Student,"â‚¹3,000 â€“ â‚¹7,000",Katra,Friends trip,5,September,Spring,5000,Train,Good,4,4,5,Yes,Cultural exploration
19,Male,uttarakhand,Student,"â‚¹1,000 â€“ â‚¹3,000",Jaipur ,Solo,3,May,rainy,25000,Flight,Excellent,5,5,5,Maybe,Relaxing holiday
20,Male,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Katra,Friends trip,1,October,Spring,8000,Bike,Good,3,3,4,Yes,Nature & sightseeing
18,Female,andhra pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Jalandhar ,Solo,1,November,Spring,1500,Car,Average,4,4,3,No,Nature & sightseeing
31,Male,Andhra Pradesh,Farmer ,"â‚¹1,000 â€“ â‚¹3,000",Tirupati,Family trip,2,October,summer,1000,Bike,Good,5,5,5,Yes,Cultural exploration
20,Female,Andhra Pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Jalandhar ,Solo,5,November,rainy,3500,Bus,Good,4,4,5,Yes,Relaxing holiday
19,Male,madhya pradesh,Student,"Less than â‚¹1,000",Shiridi ,Family trip,7,June,rainy,20k,Train,Excellent,3,3,5,Yes,Food-focused trip
21,Male,punjab,Student,"Less than â‚¹1,000",kashmir,Friends trip,5,July,Rainy,14000,Train,Excellent,4,4,4,Yes,Luxury travel
21,Male,Punjab,Student,"â‚¹3,000 â€“ â‚¹7,000",Jammu Kashmir ,Friends trip,3,October,Rainy,5k,Bus,Good,5,5,5,Yes,Relaxing holiday
19,Female,Hyderabad ,Student,"â‚¹1,000 â€“ â‚¹3,000",Jaipur,Friends trip,1,September,Winter,"12,000",Flight,Excellent,3,3,4,Maybe,Nature & sightseeing
22,Female,madhya pradesh,Working Professional,"â‚¹3,000 â€“ â‚¹7,000",punjab ,Solo,2,July,rainy,20000,Flight,Good,3,3,4,Maybe,Cultural exploration
21,Female,west bengal,Student,"â‚¹1,000 â€“ â‚¹3,000",Delhi,Family trip,2,October,Rainy,4k,Bus,Poor,4,4,3,No,Relaxing holiday
20,Female,Telengana ,Student,"Less than â‚¹1,000",Amritsar,Solo,4,June,Winter,3000,Train,Average,3,3,5,Maybe,Relaxing holiday
20,Male,andhra Pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Spiti ,Friends trip,5,November,Rainy,10000,Bike,Good,1,1,5,Yes,Adventure trip
20,Male,uttarakhand,Student,"â‚¹3,000 â€“ â‚¹7,000",Manali,Friends trip,4,October,rainy,5000,Bike,Good,4,4,4,Maybe,Nature & sightseeing
22,Female,Gujarat,Student,"â‚¹7,000 â€“ â‚¹15,000",sri Jagannath Puri Temple,Friends trip,6,August,Summer,300,Bike,Average,4,4,3,Yes,Adventure trip
21,Male,punjab,Student,"Less than â‚¹1,000",Sun Temple,Solo,4,November,Rainy,6k,Bus,Excellent,5,5,5,Yes,Relaxing holiday
20,Male,Karnataka,Student,"Less than â‚¹1,000",Manali,Family trip,3,October,summer,6000,Bike,Excellent,3,3,5,Maybe,Nature & sightseeing
19,Female,sikkim,Student,"â‚¹1,000 â€“ â‚¹3,000",Dharmshala ,Friends trip,2,October,Winter,5000,Train,Average,4,4,4,Yes,Budget travel
20,Female,kerala,Student,"â‚¹1,000 â€“ â‚¹3,000",Sun Temple,Friends trip,1,September,Summer,3k,Bus,Good,3,3,4,Yes,Relaxing holiday
21,Male,chandigarh,Student,"â‚¹3,000 â€“ â‚¹7,000",Dharamshala ,Friends trip,3,July,Spring,1500,Bike,Average,5,5,5,Yes,Nature & sightseeing
20,Female,madhya pradesh,Student,"Less than â‚¹1,000",Dharamshala ,Friends trip,2,October,winter,3000,Train,Good,4,4,4,Yes,Relaxing holiday
37,Male,Karnataka,Working Professional,"â‚¹7,000 â€“ â‚¹15,000",Hyderabad,Solo,4,November,autumn,10000,Bus,Good,4,4,5,Yes,Relaxing holiday
23,Male,napal,Working Professional,"â‚¹3,000 â€“ â‚¹7,000",tirupati,Family trip,3,October,summer,7000,Train,Good,3,3,5,Yes,Adventure trip
22,Female,Andhra Pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Dramshala,Friends trip,1,October,summer,5000,Car,Very poor,4,4,4,Maybe,Food-focused trip
21,Male,odisha,Business,"â‚¹7,000 â€“ â‚¹15,000",Vrindhavan,Friends trip,3,October,Rainy,10k,Bike,Excellent,5,5,5,Yes,Luxury travel
20,Female,Karnataka,Student,"Less than â‚¹1,000",Jalandhar,Friends trip,3,October,summer,1000,Bus,Average,3,3,3,Maybe,Relaxing holiday
18,Female,punjab,Student,"Less than â‚¹1,000",Jammu ,Friends trip,3,October,autumn,6000,Car,Average,4,4,4,Maybe,Relaxing holiday
20,Female,andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Dalhousie ,Friends trip,5,October,rainy,15000,Bus,Average,1,1,5,Yes,Nature & sightseeing
20,Female,Karnataka,Student,"â‚¹3,000 â€“ â‚¹7,000",Manali,Friends trip,3,October,rainy,4000,Bus,Average,4,4,4,Yes,Cultural exploration
20,Male,andhra pradesh,Business,"Above â‚¹15,000",amber fort,Solo,2,October,winter,30000,Flight,Excellent,5,5,5,Yes,Luxury travel
23,Male,punjab,Student,"â‚¹3,000 â€“ â‚¹7,000",Rajahmundry ,Solo,3,November,autumn,2000,Bus,Average,2,2,3,Maybe,Relaxing holiday
21,Male,Andhra Pradesh,Student,"Less than â‚¹1,000",Jalandhar ,Friends trip,4,September,summer,4000,Car,Excellent,5,5,5,Yes,Relaxing holiday
20,Male,Bihar,Student,"â‚¹3,000 â€“ â‚¹7,000",Jalandhar,Friends trip,7,September,Winter,4000,Train,Good,1,1,3,Yes,Relaxing holiday
22,Female,andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",manali,Friends trip,5,October,Summer,3000,Bus,Good,3,3,5,Yes,Nature & sightseeing
20,Male,gujarat,Student,"Less than â‚¹1,000","Kedarnath, badrinath ",Solo,1,November,rainy,5k,Bike,Average,3,3,4,Yes,Budget travel
21,Male,andhra pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Jammu Kashmir ,Friends trip,1,November,winter,10k,Train,Good,5,5,5,Maybe,Adventure trip
22,Female,jammu,Working Professional,"â‚¹3,000 â€“ â‚¹7,000",Manikomda,Friends trip,5,October,rainy,500,Car,Good,3,3,3,Yes,Food-focused trip
20,Female,jammu,Student,"â‚¹1,000 â€“ â‚¹3,000",Amritsar,Friends trip,2,October,rainy,900,Train,Good,4,4,3,No,Nature & sightseeing
20,Female,punjab,Student,"â‚¹1,000 â€“ â‚¹3,000",Delhi,Family trip,0,October,autumn,6000,Train,Excellent,2,2,2,Yes,Relaxing holiday
20,Female,Uttar pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Iskon temple ,Friends trip,2,November,rainy,5000,Bus,Average,4,4,3,Yes,Relaxing holiday
20,Male,Bihar ,Student,"Above â‚¹15,000",kashmir,Friends trip,1,November,Winter,8000,Car,Good,4,4,3,Yes,Relaxing holiday
28,Female,Andhra Pradesh,Business,"Less than â‚¹1,000",bega beach,Business trip,5,August,Spring,"16,000",Flight,Good,4,4,5,Yes,Luxury travel
17,Female,jammu,Business,"â‚¹3,000 â€“ â‚¹7,000",Vaishno devi,Business trip,7,November,winter,6000,Train,Excellent,1,1,5,Yes,Adventure trip
19,Female,Gujarat,Student,"â‚¹3,000 â€“ â‚¹7,000",Kashmir,Friends trip,2,November,Summer,7000,Car,Average,3,3,4,Yes,Adventure trip
21,Male,Telengana ,Student,"â‚¹7,000 â€“ â‚¹15,000",Vishakapatnam,Friends trip,5,August,winter,20000,Car,Excellent,5,5,5,Maybe,Budget travel
18,Male,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Baijnath ,Solo,1,October,rainy,20000,Car,Excellent,5,5,5,Yes,Relaxing holiday
20,Female,andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali,Family trip,2,August,winter,15000,Car,Very poor,5,5,5,Yes,Relaxing holiday
19,Female,sikkim,Student,"â‚¹3,000 â€“ â‚¹7,000",vijayawada ,Family trip,5,July,rainy,"8,000",Car,Average,5,5,5,Yes,Cultural exploration
20,Male,Karnataka,Student,"â‚¹3,000 â€“ â‚¹7,000",Amristar ,Friends trip,2,October,winter,2000,Bike,Good,4,4,5,Yes,Cultural exploration
21,Female,haryana,Student,"â‚¹3,000 â€“ â‚¹7,000",Puri,Family trip,5,July,rainy,20000,Train,Excellent,5,5,5,Yes,Relaxing holiday
27,Male,Andhra pradesh,Working Professional,"â‚¹3,000 â€“ â‚¹7,000",Hyderabad,Friends trip,3,December,rainy,2500,Bus,Good,2,2,4,No,Relaxing holiday
19,Female,uttar pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Manali,Friends trip,5,October,summer,"10,000",Car,Excellent,4,4,5,Maybe,Adventure trip
20,Female,Himachal Pradesh ,Student,"â‚¹1,000 â€“ â‚¹3,000",Amritsar,Family trip,4,August,summer,10000,Train,Average,2,2,3,Maybe,Adventure trip
22,Female,chandigarh,Student,"â‚¹7,000 â€“ â‚¹15,000",Lucknow,Family trip,3,August,rainy,8500,Train,Good,3,3,4,Yes,Cultural exploration
21,Male,jammu,Student,"â‚¹1,000 â€“ â‚¹3,000",Bangalore ,Friends trip,3,February,winter,10k,Car,Average,3,3,4,Yes,Relaxing holiday
21,Male,agra,Student,"â‚¹1,000 â€“ â‚¹3,000",Dharamshala ,Friends trip,3,October,summer,3100,Bus,Excellent,4,4,5,Yes,Nature & sightseeing
21,Female,Andhra Pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",delhi,Friends trip,3,October,autumn,4000,Train,Average,4,4,4,Maybe,Nature & sightseeing
19,Female,Andhra Pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Jalandhar ,Family trip,7,October,summer,3000,Bus,Average,2,2,2,No,Relaxing holiday
21,Female,Uttar pradesh ,Student,"â‚¹3,000 â€“ â‚¹7,000",Tamilnadu ,Friends trip,3,February,Spring,5000,Bus,Average,3,3,4,Maybe,Nature & sightseeing
20,Female,Jharkhand,Student,"â‚¹3,000 â€“ â‚¹7,000",tirupati,Solo,4,November,Summer,2000,Flight,Poor,3,3,2,No,Nature & sightseeing
20,Male,andhra pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Jammu,Friends trip,3,November,winter,3000,Train,Average,3,3,4,Yes,Nature & sightseeing
21,Male,sikkim,Student,"â‚¹3,000 â€“ â‚¹7,000",Vaishno devi,Friends trip,5,September,rainy,5000,Train,Good,4,4,4,Maybe,Cultural exploration
20,Male,haryana,Student,"â‚¹3,000 â€“ â‚¹7,000",Haridwar ,Friends trip,2,September,rainy,5000,Bike,Good,3,3,4,Yes,Adventure trip
21,Female,Andhra Pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Agra,Family trip,1,August,autumn,5000,Car,Good,4,4,5,Maybe,Cultural exploration
21,Male,Karnataka,Student,"â‚¹3,000 â€“ â‚¹7,000",Mussoorie ,Solo,1,June,winter,2500,Bus,Average,4,4,4,Maybe,Food-focused trip
20,Female,agra,Student,"â‚¹3,000 â€“ â‚¹7,000",Tadkeshwar dham ,Family trip,1,November,summer,4000,Car,Average,3,3,4,Yes,Nature & sightseeing
20,Male,Andhra Aradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Punjab,Solo,2,September,rainy,1000,Train,Average,4,4,3,Maybe,Nature & sightseeing
21,Male,uttar pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",bijnor,Solo,1,November,rainy,1500,Bus,Good,5,5,5,Yes,Relaxing holiday
22,Female,haryana,Student,"â‚¹1,000 â€“ â‚¹3,000",Delhi ,Friends trip,1,November,summer,3000,Car,Good,2,2,4,No,Nature & sightseeing
21,Male,madhya pradesh,Student,"Less than â‚¹1,000",Kurukshetra,Solo,5,November,Winter,5000,Flight,Average,5,5,5,Yes,Relaxing holiday
21,Male,punjab,Student,"â‚¹1,000 â€“ â‚¹3,000",Delhi,Friends trip,4,November,Spring,2000,Car,Average,1,1,2,No,Cultural exploration
19,Female,andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Delhi,Friends trip,5,July,Rainy,5000,Flight,Excellent,1,1,5,Maybe,Adventure trip
21,Female,uttar pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Gao,Solo,5,June,Spring,20000,Flight,Good,4,4,4,Yes,Adventure trip
21,Female,andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Bangalore ,Friends trip,5,August,summer,25000,Flight,Good,4,4,4,Yes,Nature & sightseeing
23,Female,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",kashmir,Friends trip,7,October,Summer,7000,Train,Good,4,4,5,No,Nature & sightseeing
18,Female,andhra pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Bengaluru ,Family trip,4,July,winter,30000,Flight,Excellent,4,4,5,Yes,Nature & sightseeing
